record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
2558,bqcep28njrmhatx6,6/6/20 11:18,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1948,72,7,3,3,1,7,8,9,10,6,8,6,5, ,6, , , ,1, , , ,1, , ,0,0,0,0,1,0,0,0,0,2,2,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3, , , , , , , , , ,2, , , , , , ,7,3,3,4,3,6,3,3,4,2, ,3,2, ,1,1638.99,12, ,11, ,1,1,6/6/20 10:50, ,79.182.21.244, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_8ae717ea1d&sesskey=g1bsoljpivnvtt7g&mobile=yes,qpnhnu86mn2g67jr,g1bsoljpivnvtt7g,K_8ae717ea1d,0zuqan3k0tahbtyq,qpyxjzfdpzqyb3w9, , ,27.3165,1,1,1, , ,1, , , , , , , , , , , , , ,2,5,2
2559,k9dsc9btzbt2mwcw,6/6/20 11:00,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1958,62,6,3,7,98,98,7,6,6,8,98,98,98, ,9, , , ,1, , , ,1, , ,0,0,0,0,1,0,0,0,0,97,98,97,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , ,8,6,6,6,6,6,6,6,97,97,telcom,99,99,"My company laid off 70% of employees in March 2020 due to Covid19. They are now beginning to call people back, so unless there is a PhaseII of Covid, that makes companies lay off again, then I think they will trend up again.",1,548.61,4, ,2, ,5,6,6/6/20 10:51, ,108.91.165.209, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=K_xmdlc9t73u&sesskey=g0i6hhve944ctgsm,cxyt24fbuuktqjcy,g0i6hhve944ctgsm,K_xmdlc9t73u,b6y6dd3f6r5q02c7, , , ,9.1435,1, , , , , , , , , , , , , , , , , , , ,6,2
2571,bf86zdp3f956s7g2,6/6/20 11:21,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,31,4,1960,60,6,3,9,9,9,6,8,8,3,5,1,2, ,7,20,80,0,0,50,50,0,0, , ,0,0,0,0,0,0,1,0,0,3,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,99,2,2,2,1,99,1,3,2,99,99,99,2,1,3,3, ,99,99,3,99, ,3, ,3, , , ,2,3, , ,8,2,4,3,3,4,6,4,5,97,finance,2,1, ,1,536.08,13, ,10, ,5,6,6/6/20 11:12, ,174.130.155.62, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=hq4iml7gfnex988g&sesskey=g0y8ink22yyxcuy6,tx75y8p8z490zz2q,g0y8ink22yyxcuy6,hq4iml7gfnex988g,sx3arukg2cpqeyda,tx75y8p8z490zz2q, , ,8.934666667,1,1, , , , , , , , , , , , , , , , , ,2,6,2
2574,ku1x2xrm39jb29ha,6/6/20 11:25,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,30,1,1963,57,5,3,8,8,8,8,4,5,4,6,7,8, ,8, , , ,1, , , ,1, , ,0,0,0,0,0,0,0,1,0,7,3,3,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,1,3,3,3,1,1,3, , , , , , ,3, , ,3, , , ,3,2, ,8,3,4,4,4,4,4,4,19,7, ,6,5, ,1,601.07,14, ,10, ,1,2,6/6/20 11:14, ,174.198.1.230, , ,1,"Mozilla/5.0 (Linux; Android 10; SM-G973U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",sa,/survey/selfserve/2135/200602?identifier=g5k3xlfp8vh0xe7m&sesskey=g0t1dl3g0zc2v69n&mobile=yes,5zyt6y95jfnn1y88,g0t1dl3g0zc2v69n,g5k3xlfp8vh0xe7m, , , , ,10.01783333,1,3, , , , , , , ,1, , , , , , , , , ,1,6,2
2631,cq7yh0rvmvrxc4kf,6/6/20 12:01,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,16,2,1947,73,7,3,9,98,10,8,8,9,10,98,98,98, ,8,25,50,25,0,25,50,25,0, , ,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3, , , , , , , , , , , , , ,2, , ,8,3,5,3,5,3,3,3,27,9, ,99,1, ,1,925.73,4, ,2, ,5,6,6/6/20 11:45, ,40.94.102.49, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=izv667x0blxiq2e1&sesskey=g18yjry1c39zpf30,mgxregswysj04dgd,g18yjry1c39zpf30,izv667x0blxiq2e1,k27m0aw5tukp2ee7,mgxregswysj04dgd, , ,15.42883333,1,1, , , , , , ,1, , , , , , , , , , ,1,6,2
2695,1ajxah53fqyxq7sb,6/6/20 12:54,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1982,38,3,5,9,4,6,5,4,7,6,6,8,7, ,8,40,40,20,0,40,20,40,0, , ,0,0,1,1,0,0,0,0,0,9,9,9,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,99,2,2,3,3,1,6,4,4,4,5,4,5,3,21,9, ,10,7,"it is considered to be participating in one of their studies, they have told me about the great interests they have, they should consider the people who have already given them coronavirus",1,496.03,5, ,10, ,5,6,6/6/20 12:45, ,162.210.192.154, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_7ya3vlw2b7&sesskey=g3ukl5x597kftavr,raqey22djahzj7rn,g3ukl5x597kftavr,K_7ya3vlw2b7,764s2z03d9r92nuf,raqey22djahzj7rn, , ,8.267166667,1,4, , , , , , ,1, , , , , , , , , , ,2,4,2
2709,jawet4m8kjd16c5w,6/6/20 13:14,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,40,3,1984,36,3,5,2,1,4,4,4,3,4,1,3,2, ,2, , , ,1,35,45,20,0, , ,0,0,1,1,1,1,0,0,0,5,8,3,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,2,2,3,2,3,1,2,2,2,2,1,2,3,3,1,3,3,2, ,1, ,2,2,2,2,2,2,1, ,6,5,4,4,4,5,5,5,4,2, ,11,5,It was one of the best of the covid since they are thinking about the future with what can be implemented,1,591.39,5, ,10, ,5,6,6/6/20 13:04, ,161.129.70.104, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_ii2xgsvtsk&sesskey=g0be388g5uvhvm51,ahh5rwq4pvhe3pqf,g0be388g5uvhvm51,K_ii2xgsvtsk,q53ccdm661kt39sp,ahh5rwq4pvhe3pqf, , ,9.8565,1,3,1, , ,1, , , , , , , , , , , , , ,2,4,2
2715,a049encxgtkhrzf7,6/6/20 13:29,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,23,2,1971,49,4,4,8,7,7,6,10,6,9,7,7,8, ,7,37,25,38,0,28,30,42,0, , ,0,0,0,0,0,0,0,1,0,10,5,7,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,1,1,2,2,1,3,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2, ,1,3,3,1,2,3,2,2,1,7,4,4,3,5,4,5,3,15,1, ,12,6,It is a study that should be used informatively not only to those who are registered but also to those who are from other panels.,1,565.82,5, ,10, ,5,6,6/6/20 13:19, ,68.235.33.124, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_86jpv1jpn7&sesskey=g09egbs5cd72oe3v,k4u40zx25ay08rp2,g09egbs5cd72oe3v,K_86jpv1jpn7,vpvnk0daar6wjz0m,k4u40zx25ay08rp2, , ,9.430333333,1,3,1,1, , , , , , , , , , , , , , , ,2,5,2
2730,v53zuswzrd6vawq5,6/6/20 14:09,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1976,44,4,4,9,10,9,10,9,10,10,9,9,10, ,10,40,45,15,0,20,40,40,0, , ,0,0,0,1,1,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,99,2,2,3,3,2,2,3,3,3,2,2,2,3,3,8,6,6,2,3,4,5,1,16,1, ,3,6, ,1,2599.14,4, ,10, ,5,6,6/6/20 13:25, ,67.245.81.38, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=qturo243q37iyogr&sesskey=g1kn23zmwb712wzv,zj5xdmcf2hhqzjv7,g1kn23zmwb712wzv,qturo243q37iyogr,nqyc3m0s66g9j0d0,zj5xdmcf2hhqzjv7, , ,43.319,1,3,1,1, , , , , , , , , , , , , , , ,1,6,2
2747,2uhu4t201ytk1s91,6/6/20 13:48,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1969,51,5,4,10,7,9,97,8,10,9,8,97,9, ,10,50,35,15,0,50,35,15,0, , ,0,0,0,0,0,0,1,0,0,97,97,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,3,3,3,2,3,2,2,3,3,2,2,99,3,2,3,2,8,6,1,4,4,5,5,5,2,1, ,6,6,none,1,424.24,4, ,10, ,5,6,6/6/20 13:41, ,45.77.195.209, , ,1,"Mozilla/5.0 (Windows NT 10.0; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_9wdehzpf23&sesskey=g1fw9ngf17gqf7h4,4y52ys2dzyafwn5s,g1fw9ngf17gqf7h4,K_9wdehzpf23,nrwp7tzc13d67sun,4y52ys2dzyafwn5s, , ,7.070666667,1,3,1,1, , , , , , , , , , , , , , , , ,6,2
2751,qhva2bk05vdeude5,6/6/20 13:53,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1979,41,4,4,7,4,5,6,5,4,7,9,8,6, ,6,35,40,25,0,60,20,20,0, , ,0,0,0,0,0,0,1,0,0,8,6,8,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,3,2,1,2,2,2,2,3,2,2,1,1,1,1,2,2, ,2,1,2,2,2,2,6,5,5,3,4,4,4,3,4,4, ,13,9, ,1,572.58,5, ,10, ,5,6,6/6/20 13:43, ,209.97.145.216, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_x71l2x2t3z&sesskey=g3frx3jpkafcjlq9,cbynb0p2b7rtau6n,g3frx3jpkafcjlq9,K_x71l2x2t3z,6m7721hnx6szmr5u,cbynb0p2b7rtau6n, , ,9.543,1,5,1, ,1, , , , , , , , , , , , , , ,2,4,2
2757,bpxdw0fshkuv404x,6/6/20 14:04,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1982,38,3,5,4,9,6,4,7,3,4,7,5,9, ,2,30,40,30,0,40,40,20,0, , ,0,0,1,0,0,0,0,0,0,5,3,9,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2,2,2,3,1,1,2,2,1,1,1,3,2,2,1,1,3,2,3, ,99,2,3,2,3,3,2, ,2,3,2,3,8,4,4,4,3,5,5,5,4,8, ,13,7,fantastic in the future tense and in the questions,1,289.43,5, ,10, ,5,6,6/6/20 13:59, ,72.14.176.152, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_73lcttksql&sesskey=g1fi3oxrkadtxfh3,69fzpdazjjbc44t0,g1fi3oxrkadtxfh3,K_73lcttksql,ynb3z4s8sskm7b9n,69fzpdazjjbc44t0, , ,4.823833333,1,4, , , , ,1, , , , , , , , , , , , ,2,6,2
2782,qkpgexxdg8wkbjfq,6/6/20 14:31,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,43,3,1984,36,3,5,10,10,9,9,8,7,97,6,8,10, ,8,55,40,5,0,55,40,5,0, , ,0,0,0,0,0,0,1,0,0,5,97,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,3,2,3,3,3,2,3,2,99,2,3,2,3,8,4,3,4,4,5,5,3,15,2, ,8,7,i feel that was very complete,1,397.6,4, ,10, ,5,6,6/6/20 14:24, ,45.32.199.25, , ,1,"Mozilla/5.0 (Windows NT 10.0; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_k4a2l5hb7b&sesskey=g0i3q7hb49u38szv,qtrhdhctpn5fdk3f,g0i3q7hb49u38szv,K_k4a2l5hb7b,f9pqk2z6fhexg4z9,qtrhdhctpn5fdk3f, , ,6.626666667,1,4,1, , ,1, , , , , , , , , , , , , , ,6,2
2783,jghjpr7sutqzug5n,6/6/20 14:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,22,2,1976,44,4,4,8,7,5,5,4,4,8,8,9,5, ,7,30,40,30,0,40,50,10,0, , ,0,0,1,1,0,0,0,0,0,10,4,5,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,3,2,2,2,3,3,1,1,99,1,1,1,3,3,2,1, ,1,2,1, , ,3,3, ,3,2,6,2,4,5,4,3,3,3,11,4, ,8,4,I wish to have more information about the results processes.,1,345.43,5, ,10, ,5,6,6/6/20 14:26, ,173.192.200.77, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_9n8tav74d8&sesskey=g19ywasi3t3xvote,jb9np2rg0sjar5cd,g19ywasi3t3xvote,K_9n8tav74d8,a7mkayp2h2yn6m5u,jb9np2rg0sjar5cd, , ,5.757166667,1,2,1, ,1, , , , , , , , , , , , , , ,2,4,2
2785,ed237p42c8qvv8z6,6/6/20 14:51,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,38,1,1973,47,4,4,7,97,1,1,97,6,10,10,97,1, ,97,60,30,10,0,60,30,10,0, , ,0,0,0,0,0,0,0,1,0,10,10,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,99,99,2,1,2,2,1,1,99,1,2,1,99,2,1,99, , ,2,2,1,1,99,1, ,1,99,1, ,2,1,7,5,3,4,5,5,4,4,15,4, ,6,5,"nothing, was really complete the survey",1,748.92,4, ,10, ,5,6,6/6/20 14:38, ,23.19.75.144, , ,1,"Mozilla/5.0 (Windows NT 10.0; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_o4110lymvx&sesskey=g0i3q9fgnu0bn0zi,c8jyy5wbrycty4wu,g0i3q9fgnu0bn0zi,K_o4110lymvx,j3m32ctv4yhdd8d3,c8jyy5wbrycty4wu, , ,12.482,1,3,1, ,1, , , , , , , , , , , , , , , ,5,2
2786,ucv9w086w9dpvu5g,6/6/20 14:47,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,21,1,1960,60,6,3,9,9,8,4,9,9,9,5,7,9, ,10,60,35,5,0,50,25,25,0, , ,0,0,0,0,0,1,0,0,0,4,3,3,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,1,2,3,3,1,1,2,3,1,1,1,2,99,2,99,2,2,2, , ,2,2,2, ,2,2,2,2,8,3,3,4,4,3,4,4,19,10, ,4,9, ,1,443.68,13, ,11, ,5,6,6/6/20 14:40, ,108.49.39.45, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=l5nf9ws9g1kqx2xi&sesskey=g35oa1c2j9pzmvk9,kpgnpqbfkgw1u5a7,g35oa1c2j9pzmvk9,l5nf9ws9g1kqx2xi,zetd5de8q88j9zvs,kpgnpqbfkgw1u5a7, , ,7.394666667,1,5, , , , , , , , ,1,1, , , , , , , ,1,6,2
2787,7h15zu3p2bdukyqz,6/6/20 14:46,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,10,3,1981,39,3,5,7,7,5,7,8,9,6,7,10,8, ,6,40,50,10,0,40,40,20,0, , ,0,1,0,1,0,0,0,0,0,7,9,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,2,3,1,3,1,1,2,1,2,1,2,1,2,1,2,2,3, ,1, ,3,1,3,3,2,2,2,1,2,8,3,4,3,5,3,4,5,4,2, ,8,9, ,1,353.55,5, ,10, ,5,6,6/6/20 14:40, ,45.79.197.200, , ,1,"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_f4ct26ma7z&sesskey=g2jhvkdtm0vtd06e,pveg0ptappj9sujf,g2jhvkdtm0vtd06e,K_f4ct26ma7z,3vtgsp6p3dxnkphu,pveg0ptappj9sujf, , ,5.8925,1,5,1, , ,1, , , , , , , , , , , , , ,2,6,2
2791,gqk5au837c84k79x,6/6/20 15:01,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1951,69,6,3,8,6,6,6,10,10,10,7,8,98, ,8,90,10,0,0,90,10,0,0, , ,0,0,0,0,0,0,0,1,0,4,5,5,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99, , , , , , , , , , ,1, , , , , ,8,6,6,6,6,6,6,6,4,2, ,1,1, ,1,591.13,4, ,10, ,5,6,6/6/20 14:51, ,67.177.116.147, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=bzvv7v4llp7zuvu5&sesskey=g2t6uahnv9la9mz2,5tjhnfa6s4snf8db,g2t6uahnv9la9mz2,bzvv7v4llp7zuvu5,5jpum1ge8gp7ktt3,5tjhnfa6s4snf8db, , ,9.852166667,1,1,1, , ,1, , , , , , , , , , , , , ,2,6,2
